"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AROC","Archrock, Inc.","10.63","$1.39B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/aroc",
"ARNC","Arconic Inc.","20.7","$9.38B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","6.97","$1.42B","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arco",
"ACA","Arcosa, Inc.","30.87","$1.5B","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aca",
"RCUS","Arcus Biosciences, Inc.","10.49","$466.95M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","13.87","$3.28B","2017","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","7.08","$234.33M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.6","$204.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","15.2","$437.09M","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","15.08","$345.56M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management Corporation","24.42","$2.52B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management Corporation","26.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","47.94","$746.87M","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"ARGD","Argo Group International Holdings, Ltd.","25.61","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argd",
"ARGO","Argo Group International Holdings, Ltd.","74.61","$2.54B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argo",
"ANET","Arista Networks, Inc.","316.88","$24.24B","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","7.89","$288.56M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","21.9655","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ai^b",
"AI^C","Arlington Asset Investment Corp","23.48","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ai^c",
"AIC","Arlington Asset Investment Corp","23.99","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.3201","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aiw",
"ARLO","Arlo Technologies, Inc.","3.93","$291.82M","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/arlo",
"AHH","Armada Hoffler Properties, Inc.","16.01","$1.11B","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","19.23","$1.15B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","25.1075","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","14.52","$376.54M","2016","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","87.15","$4.23B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","84.79","$7.22B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","82.95","$15.37B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","28.7","$2.23B","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","9.52","$183.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","79.67","$1.55B","2002","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/abg",
"ASX","ASE Technology Holding Co., Ltd.","4.54","$9.81B","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","64.05","$3.37B","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"AHT","Ashford Hospitality Trust Inc","5.53","$565.52M","2003","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aht",
"AHT^D","Ashford Hospitality Trust Inc","25.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","23.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","22.701","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^g",
"AHT^H","Ashford Hospitality Trust Inc","23.085","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^h",
"AHT^I","Ashford Hospitality Trust Inc","23.07","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^i",
"ASH","Ashland Global Holdings Inc.","79.92","$5B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/ash",
"ASPN","Aspen Aerogels, Inc.","4.01","$97.23M","2014","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/aspn",
"AHL^C","Aspen Insurance Holdings Limited","26.16","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","24.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl^d",
"ASB","Associated Banc-Corp","22.82","$3.75B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","25.81","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","24.7799","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb^d",
"ASB^E","Associated Banc-Corp","25.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb^e",
"AC","Associated Capital Group, Inc.","40.57","$916.06M","2015","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","94.35","$5.82B","2004","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aiz",
"AIZP","Assurant, Inc.","103.36","$297.16M","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aizp",
"AGO","Assured Guaranty Ltd.","47.58","$4.89B","2004","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","27.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","25.58","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^f",
"AZN","Astrazeneca PLC","38.18","$100.17B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","22.98","$1.46B","2016","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","30.88","$225.33B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","25.52","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbb",
"TBC","AT&T Inc.","25.725","n/a","2018","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbc",
"ATTO","Atento S.A.","3.52","$265.43M","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","45.6","$7.37B","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","24.53","$1.13B","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.29","$251.19M","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","100.48","$11.74B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ato",
"AUO","AU Optronics Corp","3.49","$3.36B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"ACB","Aurora Cannabis Inc.","9.06","$9.18B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/acb",
"ATHM","Autohome Inc.","115.62","$13.65B","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","81.53","$7.11B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","42.27","$3.77B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","1022.5","$25.45B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/azo",
"AVLR","Avalara, Inc.","58.9","$4.09B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avlr",
"AVB","AvalonBay Communities, Inc.","198.01","$27.46B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","50.66","$15.65B","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/agr",
"AVNS","Avanos Medical, Inc.","42.46","$2.01B","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/avns",
"AVYA","Avaya Holdings Corp.","18.91","$2.09B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/avya",
"AVY","Avery Dennison Corporation","109.61","$9.2B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","3.88","$485.63M","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","42.13","$2.77B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AVP","Avon Products, Inc.","3.22","$1.42B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","16.45","$2.78B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/avx",
"EQH","AXA Equitable Holdings, Inc.","22.52","$11.06B","2018","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/eqh",
"AXTA","Axalta Coating Systems Ltd.","27.15","$6.37B","2014","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","56.9","$4.78B","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/axs",
"AXS^D","Axis Capital Holdings Limited","24.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs^d",
"AXS^E","Axis Capital Holdings Limited","24.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs^e",
"AX","Axos Financial, Inc.","33.12","$2.03B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ax",
"AXO","Axos Financial, Inc.","25.8","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/axo",
"AZUL","Azul S.A.","25.53","$2.88B","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","11.5","$470.81M","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","47.13","$1.23B","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","25.56","$1.67B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bgs",
"BRPM","B. Riley Principal Merger Corp.","9.7","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/brpm",
"BRPM.U","B. Riley Principal Merger Corp.","n/a","n/a","2019","n/a","n/a","https://www.nasdaq.com/symbol/brpm.u",
"BRPM.WS","B. Riley Principal Merger Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/brpm.ws",
"BW","Babcock","0.3072","$51.87M","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","18.33","$367.66M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","54.12","$1.58B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",
"BCSF","Bain Capital Specialty Finance, Inc.","20.35","$1.05B","2018","n/a","n/a","https://www.nasdaq.com/symbol/bcsf",
"BHGE","Baker Hughes, a GE company","25.97","$26.92B","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",
"BBN","BalckRock Taxable Municipal Bond Trust","22.78","$1.3B","2010","n/a","n/a","https://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","59.63","$19.93B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","14.69","$746.15M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banc",
"BANC^D","Banc of California, Inc.","25.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","25.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc^e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","6.09","$40.32B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","8.97","$60.28B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","7.82","$52.55B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","29.11","$14.7B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","21.81","$675.04M","1992","Finance","Commercial Banks","https://www.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","11.6","$86.67B","2009","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","28.37","$13.37B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsac",
"BSMX","Banco Santander Mexico, S.A., Institucion de Ban","8.4","$11.4B","2012","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsmx",
"SAN","Banco Santander, S.A.","5","$81.18B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/san",
"SAN^B","Banco Santander, S.A.","23.3622","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/san^b",
"CIB","BanColombia S.A.","51.95","$12.49B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","30.89","$3.07B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","30.77","$292.57B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac",
"BAC^A","Bank of America Corporation","26.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^a",
"BAC^B","Bank of America Corporation","26.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^b",
"BAC^C","Bank of America Corporation","26.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^c",
"BAC^E","Bank of America Corporation","22.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^e",
"BAC^K","Bank of America Corporation","26.62","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^k",
"BAC^L","Bank of America Corporation","1327.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^l",
"BAC^W","Bank of America Corporation","25.84","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","25.63","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac^y",
"BML^G","Bank of America Corporation","20.0606","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","19.49","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^h",
"BML^J","Bank of America Corporation","22.09","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","22.56","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","83.03","$3.4B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","79.14","$50.54B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","40.06","$2.23B","2016","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","49.38","$47.28B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","25.21","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","54.72","$66.9B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bns",
"BKU","BankUnited, Inc.","36.5","$3.59B","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","8.54","$36.8B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bcs",
"BBDC","Barings BDC, Inc.","9.94","$508.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbdc",
"MCI","Barings Corporate Investors","15.8","$317.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mci",
"MPV","Barings Participation Investors","15.8","$166.58M","1988","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/mpv",
"BNED","Barnes & Noble Education, Inc","4.37","$199.1M","2015","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bned",
"BKS","Barnes & Noble, Inc.","5","$365.98M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bks",
"B","Barnes Group, Inc.","55.98","$2.88B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/b",
"GOLD","Barrick Gold Corporation","12.66","$22.18B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gold",
"BAS","Basic Energy Services, Inc.","2.9","$78.18M","2005","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/bas",
"BHC","Bausch Health Companies Inc.","23.63","$8.26B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhc",
